,int.rate,log.annual.inc,dtai,fico,days.with.cr.line,inq.last.6mths,delinq.2yrs,default
1416,0.1367,11.69524702,13.01,672,4200.0,3,0,1
4855,0.1218,11.69524702,9.38,707,11460.0,1,0,0
1398,0.1051,10.71441777,11.41,787,3929.958333,0,0,0
5742,0.1565,10.89087028,12.94,677,4560.041667,2,1,0
6359,0.1253,11.00209984,8.58,697,6060.041667,0,0,0
6541,0.1287,9.458449669,18.35,682,6031.041667,0,0,0
1394,0.1114,11.51292546,5.95,732,6119.958333,2,0,0
7164,0.1793,11.91839057,23.44,672,3630.0,0,0,1
6384,0.1253,9.917981999,24.13,697,2490.0,1,0,0
8159,0.1299,12.388394199999999,9.67,682,9479.0,5,0,0
3664,0.1347,10.30895266,22.84,672,1710.0,0,0,0
2658,0.1253,10.59663473,12.87,787,2249.958333,0,0,1
9498,0.1426,9.878169745,15.45,707,1710.0416670000002,6,1,1
2898,0.08,10.57131693,6.65,752,2880.0,0,0,0
8868,0.14300000000000002,11.08214255,8.22,667,4650.0,5,0,0
5080,0.1496,11.00209984,7.3,782,4619.958333,0,0,1
6470,0.0859,11.60823564,2.02,787,6720.041667,0,0,0
1607,0.1715,11.21182037,19.83,667,3690.041667,3,0,0
3488,0.08,10.95080655,14.04,762,5609.958333,1,0,0
6956,0.1645,10.58294141,16.88,662,1597.041667,0,0,0
4932,0.16,10.75363848,9.51,687,2040.0416670000002,0,0,0
5327,0.0859,10.81977828,6.17,742,4272.958333,0,0,0
6013,0.1114,12.20607265,9.68,737,7627.0,3,0,0
1996,0.1632,9.998797732,8.67,662,1140.0,2,0,1
4140,0.0894,10.59653473,13.68,767,5850.0,0,0,0
6643,0.1607,11.51292546,9.9,667,7772.041667,2,0,0
8649,0.1387,12.01370075,20.95,672,6389.958333,5,1,0
3500,0.0768,11.69524702,1.27,772,4499.958333,3,0,0
453,0.06,11.04292184,15.28,687,4652.041667,3,0,0
6824,0.1357,11.44035477,14.37,692,8370.0,0,0,0
3416,0.1189,11.184421400000002,5.47,742,7200.0,0,0,0
5694,0.1183,11.47210347,23.75,702,7530.041667,1,0,0
3185,0.1189,11.08214255,16.52,712,3150.0,3,1,0
1112,0.1103,11.42566678,12.44,682,5700.0,2,0,0
5450,0.0774,10.30895266,14.75,767,7860.0,2,0,0
2405,0.1505,11.08827754,9.76,692,4260.041667,1,0,0
4237,0.0894,10.858999,10.89,762,4807.0,0,0,0
8339,0.1324,10.645424900000002,25.14,717,5970.041667,0,0,0
4568,0.0774,11.58988651,12.69,762,8820.0,0,0,0
9287,0.1357,12.007646099999999,6.67,732,9150.0,6,0,0
4041,0.0963,11.15016059,14.57,762,15119.958330000001,0,0,0
6144,0.07400000000000001,11.00209984,10.04,757,4351.0,0,0,0
8207,0.1141,10.32548196,0.39,677,183.04166669999998,1,0,0
8644,0.1134,9.392661928999999,20.4,697,990.0,3,0,1
7434,0.1311,10.279180499999999,9.68,697,4290.041667,0,0,0
4608,0.1218,11.018448800000002,19.77,702,3990.0,0,0,1
2461,0.0963,10.46321762,22.76,782,5430.0,0,0,0
4589,0.1183,10.93310697,11.87,722,5580.0,1,0,0
6678,0.07400000000000001,10.71441777,3.31,772,3600.0,2,0,0
4174,0.1183,11.56171563,3.69,757,1679.9583329999998,0,0,0
7760,0.1312,9.392661928999999,4.4,657,898.9583332999998,9,0,0
6460,0.1635,10.49127422,3.73,672,1860.0,0,0,0
7940,0.1249,9.798127037,19.2,657,5130.0,1,4,0
9436,0.1392,11.88448902,23.26,707,5700.041667,1,0,0
903,0.1355,11.06663836,13.5,697,7582.0,2,0,1
402,0.1046,11.65702581,16.2,732,5129.0,2,0,0
8212,0.1362,10.50232405,14.34,657,2549.0,0,0,0
7341,0.1099,11.15625052,17.04,707,2280.0,2,0,0
7533,0.0988,11.58988651,1.44,757,3509.041667,2,0,0
9568,0.1979,10.645424900000002,22.17,667,5916.0,6,0,0
8559,0.1292,9.454070557,25.11,717,3180.0,0,0,0
3843,0.1316,10.84894866,6.69,707,6419.958333,1,1,1
4424,0.1114,10.16600565,6.55,732,2580.0,1,0,0
4910,0.0894,11.23843599,6.79,772,5009.958333,1,0,0
9413,0.1496,10.71441777,17.79,672,3060.041667,4,0,0
3794,0.1253,10.59663473,17.76,722,3267.0,0,0,0
1664,0.1209,11.2185544,19.01,692,4500.041667,0,0,0
3123,0.1126,10.858999,12.21,732,3180.0,2,0,0
2734,0.1632,11.38287373,18.64,662,7920.0,0,1,0
9409,0.2086,11.54853389,17.12,667,8903.041667,6,1,0
9399,0.1426,11.40756495,16.4,712,5550.041667,5,1,0
4523,0.1774,9.305650552000001,8.84,692,1349.958333,1,0,0
2522,0.1284,10.645424900000002,15.29,692,5219.958333,0,1,0
8555,0.1008,9.61580548,11.12,707,6209.958333,11,0,1
9050,0.1663,8.987196821,6.3,707,660.0,2,0,0
2954,0.08,10.34817337,7.62,772,3510.0,2,0,1
9538,0.1422,11.56171563,0.7,687,7920.041667,6,1,0
8875,0.1189,11.28978191,19.63,722,8910.041667,4,0,0
7282,0.0788,11.91839057,4.05,772,4710.0,0,0,0
1255,0.1507,11.22524339,19.44,662,5699.958333,2,0,0
8210,0.1709,10.81977828,26.52,657,7470.041667,1,0,1
5863,0.0894,11.07069263,7.53,787,3691.041667,4,0,0
1204,0.08,10.0203813,10.04,757,5130.0,6,0,1
5333,0.0774,11.60823564,7.78,742,5429.958333,0,0,0
412,0.1014,10.49127422,7.07,697,1560.041667,2,0,0
6009,0.1218,11.57988293,17.65,742,9360.0,0,0,0
8543,0.0945,11.51292546,7.6,717,4560.0,8,0,1
6016,0.1392,10.71441777,15.76,672,5130.0,1,0,0
1942,0.08,10.66895539,8.6,742,3150.041667,0,0,0
7165,0.1136,11.09741002,18.42,682,2910.0,1,1,0
457,0.092,11.38509209,13.28,727,5836.0,3,3,0
1821,0.1253,10.89673933,14.38,707,7020.041667,2,0,0
3386,0.1126,11.00209984,5.38,717,5669.958333,1,0,0
8376,0.16399999999999998,12.07254125,23.84,657,4740.0,3,0,1
2160,0.1284,10.49750477,11.59,707,1650.041667,0,0,0
2697,0.1189,11.09741002,21.07,722,4769.958333,0,0,0
3851,0.1221,10.49559819,9.23,722,1487.0,1,0,0
1489,0.1304,10.74720759,5.7,677,8249.958333,0,0,0
5921,0.1148,11.51292546,5.24,732,4020.0,0,0,0
1762,0.1189,10.858999,7.52,752,3330.041667,7,0,0
4250,0.1253,10.34817337,22.12,702,2280.0,0,0,0
5071,0.1531,11.13453063,13.1,672,4020.0,1,1,0
9433,0.1322,10.46310334,13.06,702,5370.0,5,0,1
6056,0.16,11.31938926,12.74,662,4710.0,3,0,0
7326,0.1099,10.54534144,11.24,717,3870.041667,2,0,0
7850,0.1754,11.08214255,10.01,647,2368.958333,0,0,1
3279,0.1316,10.71774556,18.82,692,1979.9583329999998,1,0,0
3254,0.1189,11.3736634,19.71,717,3089.958333,0,0,0
274,0.0775,10.08580911,2.4,742,2290.041667,1,0,1
3355,0.1316,10.645424900000002,19.49,692,3479.958333,0,0,0
5478,0.1496,10.59778407,19.78,687,1170.0,0,0,0
245,0.1091,11.16368368,18.96,692,5430.0,1,1,0
1343,0.1304,11.05089001,6.76,667,6167.958333,3,1,1
8807,0.1254,11.49272276,12.33,677,5999.958333,4,0,0
8307,0.1166,10.448714599999999,16.23,677,1320.041667,5,0,1
8071,0.1438,10.49127422,26.53,697,2310.041667,5,0,0
3082,0.1126,10.96819829,15.41,707,5279.958333,3,0,0
459,0.092,10.71441777,4.88,732,4079.0,0,0,0
7441,0.1385,11.81303006,19.29,687,14671.0,1,0,0
2652,0.1426,10.57387775,21.88,737,2681.0,3,0,1
5614,0.1461,11.251560699999999,16.44,662,4709.958333,1,1,0
8135,0.1236,11.05089001,14.51,667,2880.0,5,0,1
4561,0.0894,11.04078195,14.78,742,4229.958333,2,1,0
6271,0.1357,10.98305293,21.34,677,6270.041667,0,0,0
8002,0.1186,11.184421400000002,9.18,667,4110.041667,18,0,0
6227,0.1253,10.30895266,18.36,687,2700.041667,2,0,0
2920,0.1221,11.12732181,17.82,727,6719.958333,3,0,0
4044,0.1158,11.12198437,11.82,727,6540.0,0,0,0
1675,0.1715,11.05366789,19.13,667,4290.0,3,0,1
3250,0.1411,11.06663836,19.03,687,4020.0,0,0,0
2524,0.1095,11.30471979,0.15,692,4379.958333,0,1,0
2730,0.1726,12.487485099999999,12.76,692,6599.958333,0,0,1
7528,0.0676,10.59663473,19.83,777,11370.0,0,0,0
3135,0.1126,11.69524702,5.99,767,6689.958333,4,0,1
443,0.092,10.91508846,12.28,747,7380.0,1,0,0
7269,0.1348,11.01862914,10.9,682,4560.041667,1,0,0
8994,0.2011,9.305650552000001,3.16,667,570.0,6,0,0
4246,0.1287,11.88448902,1.62,712,4080.0,0,0,0
7959,0.128,11.51292546,9.98,652,2519.958333,10,0,0
2226,0.1442,11.44035477,15.81,692,7020.0,1,0,0
3426,0.1347,9.85198371,14.66,672,2070.0,0,0,0
6446,0.1183,11.27720313,4.57,777,5220.041667,0,0,1
1537,0.0768,10.74181674,3.97,762,10260.04167,1,0,0
5215,0.1148,11.05089001,13.33,727,3060.0,0,0,0
3193,0.1158,10.40426284,23.6,712,1651.958333,2,0,0
7876,0.1786,11.73606902,25.77,662,7979.958333,0,1,0
8237,0.1576,10.49127422,22.53,647,2609.0,4,0,0
1886,0.1253,10.81977828,14.42,682,5640.041667,0,0,0
2680,0.1253,10.46310334,13.39,707,4889.958333,1,0,0
3464,0.1316,10.66895539,24.47,682,3180.0,0,1,0
6449,0.1218,11.52781408,9.28,722,5190.041667,0,0,0
1313,0.1128,10.91508846,4.65,682,3209.958333,0,0,1
7670,0.1025,10.81977828,19.23,712,4296.041667,2,0,0
5128,0.1253,10.91616952,21.55,727,6300.0,0,0,0
3487,0.0932,10.59663473,15.56,737,3540.0,0,0,0
7497,0.0751,11.09741002,4.33,782,12360.0,2,0,0
9245,0.1218,10.645424900000002,6.54,702,3574.0,4,0,0
1706,0.1316,11.24630014,13.39,697,4350.0,2,0,0
3956,0.1062,10.08580911,21.6,707,4800.0,0,1,0
5346,0.1531,10.59663473,14.31,672,2789.958333,3,0,1
7422,0.1645,12.10071213,13.96,687,9600.041667,1,0,1
3994,0.1095,10.81977828,22.46,727,4169.958333,0,0,0
8661,0.0832,10.81977828,0.6,737,609.0,0,0,0
5886,0.16,11.77528973,12.6,672,4771.041667,3,1,0
2105,0.1442,10.4341158,6.78,732,1170.0,0,0,0
3855,0.1632,10.95080655,5.64,662,4770.0,0,0,0
5515,0.1635,10.77895629,18.13,717,1620.0,0,0,0
1487,0.1426,11.50287513,3.83,762,6059.958333,3,0,0
6641,0.0894,11.36210258,17.43,757,6060.041667,0,0,0
2625,0.1221,11.21182037,17.56,712,7170.0,2,0,0
2177,0.1347,10.2606024,18.18,687,2730.041667,0,0,0
6061,0.1392,11.21182037,21.91,682,7000.041667,1,2,0
7229,0.1062,10.18490001,10.6,717,3840.041667,0,0,0
605,0.1008,10.54534144,20.53,732,3360.0,0,0,0
6669,0.0859,10.93310697,1.82,752,3510.041667,2,0,0
1986,0.0932,11.69524702,5.93,747,3150.041667,1,0,0
2307,0.0768,11.6351431,1.07,787,3150.041667,0,0,0
8668,0.145,10.96819829,16.04,652,3514.0,1,0,1
8506,0.1734,10.59663473,25.77,652,5609.958333,10,3,0
6503,0.0774,10.08580911,0.78,757,2380.041667,1,0,0
1688,0.0932,11.64395373,0.45,772,6244.041667,0,0,0
171,0.0901,10.62132735,15.37,747,7500.0,2,0,0
7828,0.1533,10.20359214,13.02,647,1109.0,0,0,0
2868,0.0768,9.823361508,4.55,762,4590.0,1,0,0
5613,0.1287,10.82774645,16.07,697,3629.958333,0,0,0
232,0.128,10.98189713,7.51,662,4109.041667,3,0,0
4471,0.0894,11.03488966,14.37,757,1950.0,0,0,0
4965,0.1253,10.54534144,16.42,717,1860.0,0,0,0
4092,0.1189,11.12732181,19.76,707,3990.0,3,0,1
1373,0.1557,10.93310697,1.18,672,1409.958333,2,0,0
5567,0.1183,10.75052252,3.65,722,8856.0,0,0,0
1097,0.1324,11.32055357,11.42,662,2609.958333,1,0,0
5089,0.1253,11.22524339,3.74,722,7500.958333,2,0,0
1503,0.1178,11.98292909,7.68,682,3630.0,3,0,0
6379,0.1322,10.59663473,1.83,697,2163.0,1,0,0
1991,0.1158,11.51292546,22.37,727,3652.0,0,0,0
6463,0.0859,10.46310334,11.07,747,3720.041667,1,0,0
926,0.1355,11.31447453,18.74,672,5820.0,1,1,0
603,0.0863,10.95080655,0.32,717,1680.0416670000002,2,0,0
3930,0.1379,11.19134184,13.41,682,4619.958333,1,0,0
6302,0.1218,10.30895266,24.56,707,2430.041667,3,0,1
9140,0.1442,11.08992755,14.49,672,1740.0,6,0,0
9516,0.0988,11.73606902,7.97,727,4350.0,4,0,0
5792,0.1218,10.85013987,4.68,722,2040.0416670000002,0,0,0
8360,0.0976,11.08201946,11.34,722,2970.0,5,0,0
8694,0.0768,10.26813067,0.42,782,2580.0,1,0,0
9333,0.1218,11.15625052,22.75,697,7860.0,2,0,1
4325,0.0894,11.22524339,23.64,737,6900.0,0,0,0
7394,0.1062,10.94552949,10.48,782,5400.041667,0,0,0
5530,0.1565,10.858999,0.35,797,9690.041667,1,0,0
4399,0.1183,11.76756768,16.51,732,5699.958333,0,0,0
7068,0.0788,10.77895629,7.95,742,3990.0,0,0,0
5708,0.1183,10.1266311,12.96,742,1350.0,0,0,0
6559,0.0894,11.62735176,15.43,777,3000.041667,1,0,0
1694,0.1146,9.862665558,9.63,707,3420.041667,1,0,0
6801,0.1183,10.83958091,13.84,757,3060.041667,0,0,0
895,0.145,11.00209984,21.72,697,8489.958333,0,0,0
7678,0.1025,11.15625052,16.42,732,5340.041667,2,0,0
210,0.1217,11.61045137,18.3,682,4379.0,1,0,0
7293,0.1385,12.10625231,9.18,692,5886.0,2,0,0
1806,0.1158,11.53479458,10.51,727,10500.0,1,0,0
6823,0.1496,11.57166596,8.37,687,5702.041667,3,1,0
1781,0.1095,11.17890622,11.93,792,5100.0,6,0,0
6613,0.1183,11.77528973,5.18,772,4440.0,1,0,0
3013,0.1379,11.33260191,13.42,677,5579.958333,2,2,0
4503,0.0859,9.903487553,14.16,752,3660.0,0,0,0
2425,0.1284,11.02190247,17.65,687,2490.041667,0,0,0
4635,0.1392,12.32385568,11.37,697,4589.958333,0,0,0
2852,0.1537,10.46310334,6.27,712,1199.958333,2,0,0
8933,0.1695,12.20607265,4.33,762,13170.0,9,0,0
5739,0.0894,10.20359214,7.07,752,3840.041667,0,0,0
2071,0.1095,10.81977828,6.38,717,3630.0,0,0,0
4996,0.07400000000000001,10.81769612,7.96,807,14310.0,0,0,0
3356,0.1379,10.62132735,15.78,682,3180.0,0,0,0
6920,0.1739,11.849397699999999,2.47,747,8822.0,0,0,1
9315,0.1114,11.69524702,15.35,737,4979.958333,1,0,0
3571,0.0932,10.645424900000002,19.31,742,6719.958333,0,0,0
4571,0.1426,11.15625052,18.82,692,5490.0,3,0,0
9013,0.1253,10.81977828,0.6,717,5010.0,5,0,0
6955,0.1218,10.93310697,13.5,727,2550.0,0,0,0
3713,0.2011,11.45105006,5.36,667,4169.958333,3,3,1
8865,0.1083,12.76569986,9.43,717,8640.0,4,0,1
2540,0.0963,11.53272809,2.47,742,3420.958333,0,0,0
7733,0.0996,11.91839057,10.0,692,6030.041667,2,0,0
495,0.1355,10.69194491,18.52,677,4800.0,2,0,0
3390,0.1253,11.00209984,6.26,707,1776.0,0,0,0
2440,0.1284,10.71441777,19.12,767,5790.041667,5,0,1
2609,0.1474,9.779963066,19.08,672,1771.0,3,0,0
6376,0.1357,11.849397699999999,9.51,677,8430.0,1,1,0
7494,0.0988,12.429216199999999,4.95,757,4638.041667,1,0,0
8640,0.1355,10.71441777,17.63,657,1050.0,1,0,0
4612,0.1253,9.952277717000001,22.86,692,7290.0,0,0,1
4707,0.1704,11.12726298,8.4,747,1860.0,6,0,1
3701,0.1347,11.12726298,10.69,692,1710.0,1,0,0
6332,0.1635,11.15625052,2.57,707,1710.0416670000002,0,0,0
4397,0.1635,11.22524339,12.94,667,3390.0,1,1,0
8075,0.1343,10.16585182,0.0,637,540.0416667000001,2,0,1
268,0.1249,11.00209984,4.64,662,2222.0,0,2,1
9097,0.1253,11.35040654,1.37,732,4559.958333,5,0,0
7078,0.1645,11.153819,11.02,662,7830.041667,0,0,0
1431,0.1114,10.621424900000001,21.92,722,2640.0,2,0,0
5969,0.1392,10.30895266,5.36,692,2671.041667,1,0,0
6365,0.1496,10.08580911,4.75,662,2310.041667,0,1,1
9030,0.1695,10.81977828,20.86,667,4829.958333,7,1,0
1217,0.08,10.83958091,11.6,762,5400.0,3,0,0
6804,0.0705,11.21721122,4.26,772,6091.041667,2,0,0
6034,0.0894,11.53272809,7.31,797,7260.0,0,0,0
5294,0.1565,12.36734079,12.39,677,5459.958333,2,0,0
8802,0.1286,10.71441777,16.67,677,4500.0,4,0,0
7076,0.1062,10.71441777,19.17,737,3750.041667,1,0,0
9400,0.1253,12.61153775,3.76,717,5700.041667,5,0,1
2634,0.1426,10.37349118,13.35,682,1410.0,1,0,1
7410,0.1099,11.184421400000002,11.68,732,2760.041667,1,0,0
1918,0.0768,11.08220409,8.4,782,11340.0,1,0,0
4366,0.1183,10.93310697,15.39,707,4350.0,0,0,0
6256,0.1287,10.44488118,13.86,687,6780.041667,1,2,0
303,0.0996,10.16585182,6.14,697,2040.0416670000002,1,0,0
8564,0.1482,11.19821472,20.6,657,3329.958333,2,0,1
864,0.1418,11.08460106,14.62,667,3719.958333,1,1,0
6203,0.1496,10.33516607,14.69,672,4800.041667,0,0,0
8683,0.06,10.35964577,7.49,647,2369.958333,1,0,0
2209,0.08,10.1266311,12.62,762,5194.0,3,0,0
5291,0.1287,10.75363848,3.15,692,8729.958333,0,1,0
7216,0.0751,10.71441777,1.92,792,6543.0,2,0,0
3812,0.1221,10.71441777,0.0,707,2640.0,0,1,0
1835,0.0932,10.1266311,12.82,737,1920.0416670000002,0,0,0
6900,0.1114,11.9511804,16.56,722,4560.041667,0,0,0
3893,0.0963,10.46310334,15.94,767,7139.958333,1,0,0
4566,0.1287,11.03495418,11.84,707,3690.0,0,0,0
7818,0.1249,11.08214255,14.25,667,2940.0,8,0,0
7400,0.1607,12.28303369,14.23,747,9150.0,2,0,0
1258,0.1222,11.66736182,11.75,677,2850.0,1,0,0
6253,0.1114,10.30895266,5.04,732,2670.041667,0,0,0
3045,0.0932,10.645424900000002,9.97,712,5639.958333,0,0,0
3768,0.1095,10.46310334,1.99,762,3540.0,3,0,0
8553,0.1829,11.00209984,27.14,642,2370.0,1,0,0
113,0.0712,11.60823564,0.22,812,16213.0,0,0,0
7704,0.1025,9.259130536,21.37,702,5310.041667,0,1,1
8434,0.1292,10.59653473,19.02,667,4469.958333,5,0,1
1937,0.0932,10.49127422,10.73,752,13770.0,3,0,0
9423,0.1114,10.30895266,10.52,737,2070.041667,4,0,1
9221,0.1531,10.645424900000002,17.45,687,6389.958333,7,0,1
9431,0.1148,11.40645322,20.5,732,4590.041667,2,0,0
182,0.1122,10.83958091,18.68,682,1889.0416670000002,2,0,1
3366,0.1189,10.84941475,18.45,697,3419.958333,1,0,0
5786,0.0894,11.1123882,17.7,737,6970.041667,1,0,0
5589,0.1253,10.16585182,21.0,692,4080.0,2,0,0
2891,0.1253,10.51856508,12.36,732,3749.958333,0,0,0
9084,0.1442,11.08214255,17.34,687,6029.958333,5,0,1
7279,0.1099,10.89673933,24.67,707,4770.0,1,0,0
6407,0.1426,11.51292546,1.09,687,2940.0,0,0,0
307,0.0743,11.04292184,5.82,772,5430.0,0,0,0
2529,0.1474,10.19555997,21.33,672,3450.0,3,0,0
6038,0.0859,10.91508846,14.97,742,6990.041667,0,1,0
469,0.1261,10.46310334,19.71,692,3030.041667,1,0,0
7061,0.1218,10.30895266,20.04,697,1650.041667,1,0,0
1597,0.1083,11.60827201,17.82,722,10290.04167,0,0,0
848,0.0976,10.26813067,21.92,762,3120.0,0,0,0
7344,0.1273,10.13459927,15.43,687,2928.0,0,0,0
106,0.1217,11.15625052,10.2,672,3598.958333,0,1,1
8569,0.1418,10.77895629,15.1,657,4710.0,0,1,1
3644,0.1884,10.81977828,12.6,712,3690.0,2,0,0
6439,0.0774,11.28978191,6.75,767,3601.0,1,0,0
1475,0.1114,11.00209984,8.64,702,4350.0,1,1,0
8046,0.0964,9.798127037,16.13,707,502.04166669999995,0,0,1
5615,0.0894,10.30895266,11.8,767,7080.0,0,0,0
6164,0.1392,11.12726298,17.95,697,4920.041667,0,0,1
7731,0.1028,11.46163217,10.0,702,2310.0,3,1,0
9257,0.1392,10.30895266,3.6,692,3839.958333,4,0,1
6861,0.1183,9.46962297,9.17,702,4690.0,2,0,0
5668,0.1218,11.69524702,21.58,722,7050.041667,0,0,0
8158,0.1551,11.19821472,19.73,657,6210.0,13,0,1
4835,0.1287,10.51867319,9.79,682,2220.0,3,0,0
9002,0.1221,12.20609265,17.97,722,6720.0,0,0,1
6156,0.1287,10.46310334,12.17,717,2310.041667,1,0,0
2741,0.1218,11.04852212,9.03,712,7321.0,0,0,0
1397,0.1178,10.858999,9.09,687,3629.958333,0,0,0
2213,0.0932,10.77895629,20.07,752,6210.0,0,0,0
9255,0.1426,11.35035948,17.89,672,2910.0,5,0,0
7808,0.147,10.81977828,15.14,647,3299.0,0,0,0
8594,0.1103,10.59663473,13.44,692,3480.0,4,0,0
6316,0.1392,11.81303006,4.95,787,10260.0,1,0,0
7602,0.0788,10.76848499,11.7,737,3390.0,0,0,0
4045,0.0932,11.32055357,4.29,772,5760.0,2,0,0
2575,0.1411,11.35040654,3.92,682,2850.0,1,2,0
7939,0.0964,11.60823564,15.49,707,5280.0,11,0,0
564,0.1387,10.96819829,24.72,702,6839.041667,0,0,1
1095,0.1229,11.00209984,11.1,662,3059.958333,0,0,0
6516,0.1099,11.98292909,10.24,742,5191.0,2,0,0
186,0.0933,11.00209984,0.82,767,2100.0,0,0,0
3074,0.1158,10.68510338,14.03,707,6090.0,3,0,1
6623,0.0705,9.450930837000001,0.0,732,1200.041667,3,0,1
9041,0.1442,11.77535127,12.82,697,4139.958333,5,0,0
2433,0.1568,10.81977828,15.1,677,2985.0,2,0,0
124,0.1122,10.9525594,13.77,682,2160.0,0,0,0
2275,0.1442,10.88556602,17.0,687,1830.0,0,0,1
2971,0.1568,11.00209984,14.42,677,5490.0,3,0,0
4833,0.1635,10.98529272,2.87,762,2580.0,1,0,0
6506,0.0894,10.43998092,8.88,792,4710.0,0,0,0
4257,0.1183,10.81985828,21.48,737,3960.0,0,0,0
5505,0.1114,10.77895629,8.82,722,3239.958333,0,0,0
8601,0.1387,11.22524339,10.14,647,7260.0,2,0,0
5403,0.0774,12.20607265,2.52,762,9270.0,2,0,0
6006,0.1426,10.385913699999998,5.33,692,1288.041667,3,0,0
8886,0.1095,13.01700286,8.49,737,5130.0,3,0,0
3078,0.0963,10.49127422,22.1,717,3990.0,0,0,0
6577,0.16699999999999998,11.28978191,18.81,682,2494.0,0,0,0
3255,0.0768,10.30895266,7.72,777,8250.0,0,0,0
7812,0.1091,10.65725935,1.21,677,719.0,1,0,0
1368,0.1272,11.31447453,11.12,677,6008.0,0,1,0
6709,0.1183,11.40756495,4.33,717,3510.041667,0,0,1
5661,0.0859,11.41861479,2.94,752,4890.041667,0,0,0
5730,0.0859,11.15625052,4.15,782,8520.041667,3,0,0
2991,0.0963,11.22524339,1.94,812,3389.958333,0,0,0
1322,0.138,10.81977828,20.3,672,3690.0,1,0,0
3673,0.1632,11.23321156,11.81,677,2820.0,1,0,0
804,0.1008,10.46310334,18.72,722,3900.0,2,0,1
5704,0.0859,11.22524339,2.42,752,5970.041667,3,0,1
2103,0.08,9.903687533,13.74,777,10411.04167,0,0,0
4875,0.1357,10.58882935,24.04,702,8850.0,0,0,1
8316,0.1261,10.25765937,15.87,672,1590.041667,8,0,0
8621,0.145,11.12726298,24.16,662,5370.0,1,0,1
7979,0.1438,10.27505111,3.1,632,420.04166669999995,4,0,1
1653,0.0988,11.15625052,11.78,732,5667.041667,3,0,0
6884,0.1357,11.35040654,6.45,692,12061.0,0,0,0
8704,0.1134,11.42954386,2.78,682,3869.958333,4,0,0
504,0.0945,10.81985828,17.33,737,2430.041667,1,0,0
2001,0.1189,11.38813292,7.34,717,3060.041667,1,0,1
9184,0.16,12.40901349,17.93,692,5609.958333,6,0,0
202,0.0743,11.184421400000002,11.18,757,4500.041667,5,0,0
7590,0.0988,11.10043574,17.67,737,3095.041667,1,0,0
4161,0.0894,11.22524339,18.3,712,4715.0,1,0,0
7403,0.0714,11.51292546,3.14,767,4205.041667,0,0,0
3877,0.08,10.23995979,2.36,752,2192.0,1,0,0
8034,0.1375,12.67607627,22.68,732,8490.041667,0,0,1
5867,0.1183,10.60903256,15.7,722,9870.0,0,0,0
8183,0.1425,11.15625052,9.77,657,3509.041667,4,1,1
6031,0.16699999999999998,10.34817337,18.27,687,1633.041667,0,0,1
4013,0.0963,10.87812266,10.87,782,6540.0,2,0,0
5937,0.1183,11.35927299,8.82,757,2973.041667,0,0,0
8673,0.1324,10.34817337,10.85,652,1169.958333,1,0,0
1278,0.1191,11.20403338,18.11,687,4619.958333,0,0,0
1881,0.1411,11.41861479,16.8,682,5700.041667,1,0,0
5909,0.1183,11.00209984,10.44,732,3241.0,0,0,0
3462,0.1221,10.08580911,3.6,717,4139.958333,0,0,0
5244,0.1287,10.93310697,23.57,687,5100.0,0,0,0
4882,0.1183,12.11448353,9.26,732,5700.958333,1,1,1
2197,0.0963,12.61153775,5.74,727,6201.0,0,0,0
8277,0.145,10.91871823,4.54,642,5190.0,7,0,1
5701,0.1253,11.30958454,5.12,727,1410.0,2,0,0
1415,0.1336,10.99373159,16.24,662,3539.958333,1,0,0
2059,0.1158,10.54534144,23.08,732,7050.041667,0,0,0
6219,0.0894,10.76848499,2.78,782,5405.0,0,0,0
6025,0.1218,10.08580911,9.65,747,3690.041667,4,0,1
7346,0.1496,10.46310334,18.65,677,3870.041667,1,0,0
1669,0.0938,10.30895266,21.76,762,5280.041667,0,0,0
1606,0.1241,11.60823564,10.92,702,5370.0,3,0,0
7334,0.1136,10.71441777,20.11,712,2340.041667,0,0,0
2190,0.1442,9.980448594,18.39,677,1890.0,1,0,0
4139,0.1114,10.37349118,18.0,737,6483.958333,1,0,0
2095,0.1411,10.59663473,19.67,667,3240.0,1,0,1
2721,0.0963,10.59663473,12.81,742,8370.0,2,0,0
3061,0.1253,10.77895629,10.63,752,2070.0,1,0,0
6047,0.1148,9.862665558,14.06,717,2850.0,0,0,0
927,0.1103,11.15625052,1.37,677,2339.958333,0,3,0
827,0.1039,10.58870336,13.88,702,2730.0,1,0,0
7462,0.0714,10.57131693,22.65,742,2730.041667,2,0,1
425,0.1109,11.40756495,17.11,722,6539.0,0,0,0
6739,0.1287,10.54534144,21.98,702,1920.0416670000002,2,0,0
5479,0.1913,11.90496755,18.54,662,4890.0,1,1,1
7926,0.1249,11.21182037,20.68,682,4349.958333,4,0,0
415,0.1078,11.28978191,7.56,697,4980.041667,1,1,1
1044,0.1134,10.30895266,8.32,677,2219.958333,3,0,0
8296,0.1355,10.645424900000002,18.06,657,5340.041667,8,0,0
5458,0.1739,11.62625415,8.88,667,4200.0,2,0,0
9043,0.1505,11.69524702,7.3,672,3150.0,4,0,0
1009,0.0768,11.28983191,11.46,762,8819.958333,0,0,0
372,0.1046,10.16585182,14.17,692,4919.041667,0,0,0
4443,0.1704,11.69524702,10.67,662,2039.9583329999998,0,0,0
3153,0.1379,10.81977828,12.91,687,5430.0,3,0,0
